university,career,inscription_date,first_name,last_name,gender,age
universidad nacional de jujuy,ingeniería mecánica,2020-09-26,teresa,ortega,female,14915
universidad nacional de jujuy,arquitectura,2020-11-17,mr.,alex,male,39458
universidad nacional de jujuy,ingeniería mecánica,2021-01-09,anna,cohen,female,18902
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-30,elizabeth,mcdaniel,female,29722
universidad tecnológica nacional,ciencias veterinarias,2020-09-29,samantha,wilson,female,1215
universidad nacional de jujuy,licenciatura en administración,2020-09-05,alexander,martin,male,38178
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-08,melissa,parker,female,982
universidad tecnológica nacional,bioquímica,2020-10-23,robert,smith,male,21353
universidad nacional de jujuy,ciencias veterinarias,2020-11-15,gerald,woodward,male,41472
universidad tecnológica nacional,ingeniería mecánica,2020-09-15,steven,johnson,male,398
universidad tecnológica nacional,ciencias veterinarias,2021-01-03,linda,price,female,41478
universidad tecnológica nacional,licenciatura en ciencia política,2020-09-18,micheal,lopez,male,37504
universidad nacional de jujuy,arquitectura,2020-10-01,carolyn,koch,female,35626
universidad tecnológica nacional,actuario,2020-10-11,amy,miller,female,23735
universidad tecnológica nacional,ingeniería mecánica,2020-11-26,jose,trujillo,male,25643
universidad nacional de jujuy,ingeniería en informática,2020-11-29,james,ramos,male,14017
universidad tecnológica nacional,bioquímica,2021-01-27,jesus,reynolds,male,30522
universidad tecnológica nacional,ingeniería mecánica,2020-09-28,brandon,myers,male,11822
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-13,alvin,walker,male,32852
universidad tecnológica nacional,licenciatura en psicología,2021-01-07,corey,burton,male,21411
universidad tecnológica nacional,actuario,2020-10-19,crystal,smith,female,4418
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-05,brooke,miranda,female,13205
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-26,tiffany,hunter,female,27510
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-09-14,troy,wilson,male,36627
universidad tecnológica nacional,licenciatura en psicología,2020-10-23,robin,baker,female,24306
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020-09-30,amy,krueger,female,35011
universidad tecnológica nacional,licenciatura en artes,2020-09-07,hayley,lawson,female,30563
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-18,michelle,patterson,female,34980
universidad tecnológica nacional,licenciatura en sociología,2020-12-16,kelly,reeves,female,6101
universidad tecnológica nacional,farmacia,2020-12-02,jordan,bryant,female,38184
universidad nacional de jujuy,ingeniería en informática,2020-12-23,collin,schroeder,male,30229
universidad nacional de jujuy,arquitectura,2020-09-18,alan,delgado,male,32893
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-09-09,donna,lucas,female,29341
universidad tecnológica nacional,agronomía,2020-10-12,blake,pitts,male,17295
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-11,timothy,collins,male,23659
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020-12-24,jonathan,mcintosh,male,7774
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-11-10,nicole,myers,female,39078
universidad nacional de jujuy,licenciatura en artes,2020-10-29,samantha,olson,female,19903
universidad tecnológica nacional,farmacia,2020-09-27,tina,fuentes,female,21640
universidad nacional de jujuy,farmacia,2020-12-03,james,harvey,male,14446
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020-12-06,nicole,smith,female,9316
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-01,louis,hawkins,male,12852
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-31,larry,johnson,male,34409
universidad nacional de jujuy,bioquímica,2021-01-15,phillip,herrera,male,17106
universidad nacional de jujuy,ciencias veterinarias,2020-12-22,sandra,brewer,female,34549
universidad nacional de jujuy,licenciatura en ciencias biológicas,2021-01-27,katie,baker,female,18568
universidad nacional de jujuy,contador público,2021-01-18,matthew,perry,male,28517
universidad nacional de jujuy,farmacia,2020-12-20,david,carlson,male,2734
universidad tecnológica nacional,ciencias veterinarias,2020-10-10,matthew,roberts,male,5467
universidad nacional de jujuy,farmacia,2020-10-08,james,haynes,male,11941
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-18,mark,williams,male,13456
universidad nacional de jujuy,licenciatura en administración,2021-01-26,briana,oconnell,female,11190
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020-10-22,brian,garcia,male,30661
universidad tecnológica nacional,diseño industrial,2020-10-25,aaron,wade,male,35731
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-25,michelle,lee,female,26582
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-12-13,carolyn,jones,female,14938
universidad nacional de jujuy,ingeniería mecánica,2021-01-20,wesley,guerra,male,29694
universidad nacional de jujuy,licenciatura en ciencias biológicas,2021-01-21,troy,hill,male,33040
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-12-13,kelly,shepard,male,8760
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-02,christine,dominguez,female,2953
universidad tecnológica nacional,ciencias veterinarias,2020-11-11,christopher,myers,male,6680
universidad nacional de jujuy,licenciatura en administración,2021-01-29,lisa,gallegos,female,18518
universidad nacional de jujuy,actuario,2021-01-14,michael,padilla,male,30530
universidad tecnológica nacional,técnico para bioterios,2020-09-06,angela,newman,female,35787
universidad nacional de jujuy,contador público,2021-01-18,jessica,webb,female,8789
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-23,kelly,williams,female,38079
universidad nacional de jujuy,ciencias veterinarias,2020-11-14,shawn,cannon,male,38243
universidad nacional de jujuy,licenciatura en musicoterapia,2020-11-13,julie,goodman,female,3432
universidad tecnológica nacional,licenciatura en administración,2021-01-09,brian,gay,male,23451
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-11,amber,shelton,female,13258
universidad nacional de jujuy,licenciatura en sociología,2020-12-23,david,ramirez,male,27264
universidad nacional de jujuy,ingeniería electrónica,2020-12-15,kristin,banks,female,22701
universidad nacional de jujuy,licenciatura en sociología,2020-10-28,michael,benson,male,13839
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-09,stacey,morales,female,35564
universidad nacional de jujuy,ingeniería en informática,2020-10-27,ann,taylor,female,31158
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-02,connie,macias,female,11591
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-08,alyssa,jones,female,5375
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020-10-03,melissa,johnston,female,35936
universidad nacional de jujuy,arquitectura,2020-12-27,michael,adkins,male,7705
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-12-10,richard,lin,male,33509
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-10,rhonda,wilson,female,7385
universidad tecnológica nacional,bioquímica,2020-10-09,lance,mann,male,15727
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-31,renee,farrell,female,23477
universidad tecnológica nacional,licenciatura en administración,2021-01-07,andrew,snyder,male,41298
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-29,katie,salinas,female,6123
universidad nacional de jujuy,ciencias veterinarias,2020-12-29,anthony,farrell,male,39086
universidad nacional de jujuy,contador público,2020-09-30,daisy,diaz,female,32416
universidad nacional de jujuy,licenciatura en relaciones del trabajo,2020-09-05,christopher,porter,male,42411
universidad nacional de jujuy,bioquímica,2020-12-06,joshua,allen,male,23860
universidad nacional de jujuy,actuario,2020-10-23,donald,hebert,male,5513
universidad nacional de jujuy,farmacia,2020-12-04,megan,lynch,female,36631
universidad tecnológica nacional,farmacia,2020-11-20,kevin,lopez,male,29266
universidad nacional de jujuy,licenciatura en musicoterapia,2020-09-23,kristina,roberts,female,12680
universidad nacional de jujuy,licenciatura en ciencias de la educación,2020-12-02,maria,brown,female,13940
universidad nacional de jujuy,licenciatura en artes,2020-11-04,caitlin,gibson,female,35831
universidad tecnológica nacional,licenciatura en ciencias biológicas,2021-01-12,savannah,herman,female,8952
universidad tecnológica nacional,ingeniería en informática,2020-10-26,zachary,carroll,male,11198
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-11-11,justin,macdonald,male,21026
universidad nacional de jujuy,ingeniería mecánica,2020-11-07,chad,stanton,male,33012
universidad tecnológica nacional,licenciatura en psicología,2021-01-20,edward,brown,male,37900
universidad tecnológica nacional,ciencias veterinarias,2020-11-26,deborah,adams,female,36213
universidad nacional de jujuy,licenciatura en artes,2020-10-29,mr.,jason,male,34256
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-10-27,charles,jackson,male,33533
universidad tecnológica nacional,ingeniería en informática,2020-09-18,maria,avila,female,37497
universidad tecnológica nacional,bioquímica,2020-11-23,jordan,jones,male,15677
universidad nacional de jujuy,ingeniería mecánica,2020-11-10,victor,perkins,male,39791
universidad tecnológica nacional,medicina,2020-11-03,rachel,green,female,18002
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-10-05,anna,jones,female,3777
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-16,brittany,baker,female,40891
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-04,jeremy,walker,male,15459
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-09-03,sabrina,thompson,female,10916
universidad tecnológica nacional,licenciatura en ciencia política,2020-12-01,carlos,smith,male,41834
universidad nacional de jujuy,ingeniería electrónica,2020-10-09,ashley,moore,female,38864
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-15,stacie,hawkins,female,12530
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-06,mercedes,garcia,female,32577
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-09,elizabeth,hernandez,female,4370
universidad tecnológica nacional,actuario,2020-11-15,stacy,dougherty,female,19467
universidad nacional de jujuy,licenciatura en ciencias ambientales,2020-11-19,cynthia,reyes,female,22128
universidad tecnológica nacional,licenciatura en sociología,2020-11-30,courtney,olsen,female,36171
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-27,jason,price,male,26091
universidad nacional de jujuy,ingeniería mecánica,2020-11-11,lisa,herrera,female,14903
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020-09-13,joshua,weeks,male,32905
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-24,michelle,miller,female,30315
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-11-26,melissa,freeman,female,17995
universidad tecnológica nacional,actuario,2020-11-05,joanne,frye,female,21818
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-12-10,zachary,rivas,male,12709
universidad nacional de jujuy,licenciatura en terapia ocupacional,2021-01-31,dylan,moss,male,13197
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2021-01-13,jesus,richardson,male,27076
universidad tecnológica nacional,licenciatura en ciencias ambientales,2020-10-17,william,thomas,male,1325
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-28,brandon,morgan,male,27131
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020-11-25,andrew,lewis,male,536
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020-12-13,dr.,bonnie,female,25989
universidad nacional de jujuy,ingeniería mecánica,2020-11-16,sarah,delgado,female,28450
